subject,status,mcgill_code,mcgill_title,host_code,host_title,institution,country
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,ML31027,ManagementandOrganization,NEOMA Business School,France
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,06201068,Principles of management,Université Jean Moulin (Lyon III),France
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,MGT41501,Principles of Management,University of Gibraltar,Gibraltar
MGCR,Not Equivalent,MGCR222,Introduction to Organizational Behaviour,MGNT3010,Organizational Behaviour,The Chinese University of Hong Kong,"Hong Kong, SAR"
MGCR,Not Equivalent,MGCR222,Introduction to Organizational Behaviour,APSS331,Management in Human Services,The Hong Kong Polytechnic University,"Hong Kong, SAR"
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,MGMT2110,Organizational Behavior,The Hong Kong University of Science and Technology,"Hong Kong, SAR"
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,MGMT3404,Cross-Cultural Management,The University of Hong Kong (HKU),"Hong Kong, SAR"
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,30008,FUNDAMENTALS OF ORGANIZATION,Luigi Bocconi University,Italy
MGCR,Not Equivalent,MGCR222,Introduction to Organizational Behaviour,30153,ORGANIZATION THEORY,Luigi Bocconi University,Italy
MGCR,Not Equivalent,MGCR222,Introduction to Organizational Behaviour,MANX281L,Organizational Innovation 2,Waseda University,Japan
MGCR,Not Equivalent,MGCR222,Introduction to Organizational Behaviour,MANX311L,Managing People and Organizations 1,Waseda University,Japan
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,CIB1001,Management,University of Malaya,Malaysia
MGCR,Not Equivalent,MGCR222,Introduction to Organizational Behaviour,LNI3022,Cross Cultural Management,University of the Americas Puebla (UDLAP),Mexico
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,AB1601,Organisational Behaviour & Design,Nanyang Technological University,Singapore
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,MNO1706,Organisational Behaviour,National University of Singapore,Singapore
MGCR,Equivalent,MGCR222,Intro to Org Behaviour,OBHR101,Management of People at Work,Singapore Management University,Singapore
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,102362,Strategic Management II,Autonomous University of Barcelona,Spain
MGCR,Not Equivalent,MGCR222,Introduction to Organizational Behaviour,E000009182,Strategic Communication Skills: Organizational Management & Planning,Comillas Pontifical University,Spain
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,810021,Organizational Behaviour,IE University - Madrid,Spain
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,810360,ORGANIZATIONAL BEHAVIOR,IE University - Madrid,Spain
MGCR,Not Equivalent,MGCR222,Introduction to Organizational Behaviour,ENTREP07139,Entrepreneurship,University of Navarra,Spain
MGCR,Not Equivalent,MGCR222,Introduction to Organizational Behaviour,IBUA41,Strategic Organizing,Lund University (LU),Sweden
MGCR,Not Equivalent,MGCR222,Introduction to Organizational Behaviour,5150,Exploring Systems Leadership for Sustainability,"University of St. Gallen/Graduate School of Business, Economics, Law and Social Sciences",Switzerland
MGCR,Not Equivalent,MGCR222,Introduction to Organizational Behaviour,6109,Introduction to Supply Chain Management,"University of St. Gallen/Graduate School of Business, Economics, Law and Social Sciences",Switzerland
MGCR,Not Equivalent,MGCR222,Introduction to Organizational Behaviour,6131,Organizational Behavior,"University of St. Gallen/Graduate School of Business, Economics, Law and Social Sciences",Switzerland
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,6133,Enabling Human Potential and Synergistic Collaboration,"University of St. Gallen/Graduate School of Business, Economics, Law and Social Sciences",Switzerland
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,2602313,Management and Organization,Chulalongkorn University,Thailand
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,MAN3240,Organizational Behavior & Management,Barry University,USA
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,HRM300,Organizational Behavior,Brigham Young University,USA
MGCR,Equivalent,MGCR222,Introduction to Organizational Behaviour,UGBA105,Leading People,University of California - Berkeley,USA
MGCR,Not Equivalent,MGCR222,Introduction to Organizational Behaviour,EXSS221,INTRODUCTION TO SPORT ADMINISTRATION,University of North Carolina at Chapel Hill,USA
MGCR,Not Equivalent,MGCR222,Introduction to Organizational Behaviour,BUSN051,Introduction to Business,West Valley College,USA
MGCR,Not Equivalent,MGCR250,Expressive Analysis for Management,EFIM10021,"Enquiry, Analysis and Communication",University of Bristol,"England, UK"
MGCR,Equivalent,MGCR271,Business Statistics,BUSS1020,Quantative Business Analysis,University of Sydney,Australia
MGCR,Equivalent,MGCR271,Business Statistics,HBA09H,Descriptive Statistics and Probability for Business,Catholic University of Leuven,Belgium
MGCR,Equivalent,MGCR271,Business Statistics,BMA140,STATISTICAL ANALYSIS FOR BUSINESS DECISIONS I,Bishop's University,Canada
MGCR,Equivalent,MGCR271,Business Statistics,COMM214,Business Analytics,Concordia University,Canada
MGCR,Equivalent,MGCR271,Business Statistics,STT1903,Initiation a la statistique,Universite de Montreal,Canada
MGCR,Equivalent,MGCR271,Business Statistics,BUS226,Economic and Business Statistics,University of the Fraser Valley,Canada
MGCR,Equivalent,MGCR271,Business Statistics,MQT1500,Introduction aux méthodes quantitatives de gestion,Université Laval,Canada
MGCR,Equivalent,MGCR271,Business Statistics,MQT2001,Statistiques appliquées à la gestion,Université du Québec - TÉLUQ Université,Canada
MGCR,Equivalent,MGCR271,Business Statistics,2223MQ31005E,introduction to business statistics,NEOMA Business School,France
MGCR,Equivalent,MGCR271,Business Statistics,ISOM2500,Business Statistics,The Hong Kong University of Science and Technology,"Hong Kong, SAR"
MGCR,Equivalent,MGCR271,Business Statistics,96321,STATISTICS AND PROGRAMMING,University of Bologna,Italy
MGCR,Equivalent,MGCR271,Business Statistics,EIA2017,STATISTIC II,University of Malaya,Malaysia
MGCR,Equivalent,MGCR271,Business Statistics,BUST08033,Business Research Methods,The University of Edinburgh,"Scotland, UK"
MGCR,Equivalent,MGCR271,Business Statistics,ISC207,Statistics,Korea University,South Korea
MGCR,Equivalent,MGCR271,Business Statistics,MA225MA226,Inferential Statistics,Dominican College,USA
MGCR,Equivalent,MGCR271,Business Statistics,MAT102,Introduction to Statistics,Nassau Community College,USA
MGCR,Equivalent,MGCR271,Business Statistics,STAT1430,STAT 1430: Statistics for the Business Sciences,Ohio State University,USA
MGCR,Equivalent,MGCR271,Business Statistics,MATH010,Elementary Statistics,West Valley College,USA
MGCR,Equivalent,MGCR271,Business Statistics,STAT171,General Elementary Statistics,Western Illinois University,USA
MGCR,Not Equivalent,MGCR293,Managerial Economics,HBA15A,Economic Sociology (B-KUL-HBA15A),Catholic University of Leuven,Belgium
MGCR,Not Equivalent,MGCR293,Managerial Economics,ECON1001,Introduction to Microeconomics,Carleton University,Canada
MGCR,Equivalent,MGCR293,Managerial Economics,ECON201,Introduction to Microeconomics,Concordia University,Canada
MGCR,Equivalent,MGCR293,Managerial Economics,ECON1050,Introductory Microeconomics,University of Guelph,Canada
MGCR,Equivalent,MGCR293,Managerial Economics,ECON1010,Intro to Microecon. Principles,University of Manitoba,Canada
MGCR,Equivalent,MGCR293,Managerial Economics,ECO101H1,Principles of Microeconomics,University of Toronto,Canada
MGCR,Not Equivalent,MGCR293,Managerial Economics,ECON1000,Introduction to Microeconomics,York University,Canada
MGCR,Equivalent,MGCR293,Managerial Economics,1901509W,Managerial Economics,Nanjing University of Aeronautics and Astronautics,China
MGCR,Equivalent,MGCR293,Managerial Economics,EC107,Microeconomics,Shanghai Jiao Tong University,China
MGCR,Not Equivalent,MGCR293,Managerial Economics,EMO,Economie et Management des organisations,Universite de Rennes (post 2023),France
MGCR,Not Equivalent,MGCR293,Managerial Economics,MIC01,Microéconomie,Universite de Rennes (post 2023),France
MGCR,Equivalent,MGCR293,Managerial Economics,ECON3011,Intermediate Microeconomics,The Chinese University of Hong Kong,"Hong Kong, SAR"
MGCR,Equivalent,MGCR293,Managerial Economics,ECON3014,Managerial Microeconomics,The Hong Kong University of Science and Technology,"Hong Kong, SAR"
MGCR,Not Equivalent,MGCR293,Managerial Economics,ET56,ECONOMICS AND MANAGEMENT IN THE ARTS AND CULTURAL INDUSTRIES,Luiss Guido Carli University,Italy
MGCR,Not Equivalent,MGCR293,Managerial Economics,ECNA351L,Industrial Organization 01,Waseda University,Japan
MGCR,Equivalent,MGCR293,Managerial Economics,CIX1001,Principles of microeconomics,University of Malaya,Malaysia
MGCR,Not Equivalent,MGCR293,Managerial Economics,IEIA1008,MICROECONOMICS,University of Malaya,Malaysia
MGCR,Not Equivalent,MGCR293,Managerial Economics,BSNS113,Economic Principles and Policy,University of Otago / Te Whare Wananga o Otago,New Zealand
MGCR,Equivalent,MGCR293,Managerial Economics,248,Business Economics,Korea University,South Korea
MGCR,Not Equivalent,MGCR293,Managerial Economics,102454,Public Sector Economics,Autonomous University of Barcelona,Spain
MGCR,Equivalent,MGCR293,Managerial Economics,MICROE07677,Microeconomics: Theory and Policy,University of Navarra,Spain
MGCR,Not Equivalent,MGCR293,Managerial Economics,NEKG31,Economics: Econometrics,Lund University (LU),Sweden
MGCR,Equivalent,MGCR293,Managerial Economics,ECON2200,Principles of Microeconomics,Columbus State Community College,USA
MGCR,Equivalent,MGCR293,Managerial Economics,ECONS10A,Principles of Economics: Microeconomics,Harvard University (ALL SCHOOLS AND COLLEGES),USA
MGCR,Equivalent,MGCR293,Managerial Economics,ECO2013,Principles of Economics,Seminole State College of Florida,USA
MGCR,Not Equivalent,MGCR293,Managerial Economics,ECON401,Intermediate Microeconomic Theory,University of Michigan - Ann Arbor,USA
MGCR,Equivalent,MGCR293,Managerial Economics,ECON232,Principles of Microeconomics,Western Illinois University,USA
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,2104,Macroeconomics,University of Torcuato di Tella,Argentina
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,ECON10003,Introductory Macroeconomics,University of Melbourne,Australia
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,ECON20001,Intermediate Macroeconomics,University of Melbourne,Australia
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,ECON1102,Macroeconomics 1,University of New South Wales (UNSW),Australia
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,ECON1002,Introductory Macroeconomics,University of Sydney,Australia
MGCR,Not Equivalent,MGCR294,The Firm in the Macroeconomy,XXX,Economics of Business & Markets (FGV),Brazilian School of Public and Business Administration,Brazil
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,ECON248,Macroeconomics,Athabasca University,Canada
MGCR,Not Equivalent,MGCR294,The Firm in the Macroeconomy,ECON1002,Introduction to Macroeconomics,Carleton University,Canada
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,ECON203,Introduction to Macroeconomics,Concordia University,Canada
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,CECN204,Introductory Macroeconomics,Toronto Metropolitan University (Post 2022),Canada
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,ECO102H1,Principles of Macroeconomics,University of Toronto,Canada
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,ECON20004,Macroeconomics,Fudan University,China
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,EC108,Macroeconomics,Shanghai Jiao Tong University,China
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,5EN253,MACROECONOMICSI. (INTERMEDIATE MACROECONOMICS),Prague University of Economics and Business (VSE),Czech Republic
MGCR,Not Equivalent,MGCR294,The Firm in the Macroeconomy,24111,LI Intermediate Business Economics and the Macroeconomy,The University of Birmingham,"England, UK"
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,EC239,Economics 2: Macroeconomics,University of Warwick,"England, UK"
MGCR,Not Equivalent,MGCR294,The Firm in the Macroeconomy,EC307,Macroeconomic Policy in the EU,University of Warwick,"England, UK"
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,3LECOY02,Macroeconomics,Université de Paris Dauphine,France
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,CB2402,Macroeconomics,City University of Hong Kong,"Hong Kong, SAR"
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,EF3441,INTERMEDIATE MACROECONOMICS,City University of Hong Kong,"Hong Kong, SAR"
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,ECON2021,Basic Macroeconomics,The Chinese University of Hong Kong,"Hong Kong, SAR"
MGCR,Not Equivalent,MGCR294,The Firm in the Macroeconomy,FINA4420,Financial Markets from a Macroeconomics Perspective,The Chinese University of Hong Kong,"Hong Kong, SAR"
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,ECON2123,Macroeconomics,The Hong Kong University of Science and Technology,"Hong Kong, SAR"
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,ECON1220,Introductory Macroeconomics,The University of Hong Kong (HKU),"Hong Kong, SAR"
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,30326,INTRODUCTION TO ECONOMICS (MODULE II -MACROECONOMICS),Luigi Bocconi University,Italy
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,977,Macroeconomics,Luiss Guido Carli University,Italy
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,BA07,Macroeconomics,Luiss Guido Carli University,Italy
MGCR,Not Equivalent,MGCR294,The Firm in the Macroeconomy,GL01,Economics For Business,Luiss Guido Carli University,Italy
MGCR,Not Equivalent,MGCR294,The Firm in the Macroeconomy,08C321651,Lectures on Special Topics (Macroeconomics),The University of Tokyo,Japan
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,210EB30200,Macroeconomics,Waseda University,Japan
MGCR,Not Equivalent,MGCR294,The Firm in the Macroeconomy,2048,MACROECONOMICS,Catolica-Lisbon School of Business and Education,Portugal
MGCR,Not Equivalent,MGCR294,The Firm in the Macroeconomy,4214,APPLIED ECONOMICS,Catolica-Lisbon School of Business and Education,Portugal
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,ECNM10069,Topics in Macroeconomics,The University of Edinburgh,"Scotland, UK"
MGCR,Not Equivalent,MGCR294,The Firm in the Macroeconomy,ECNM10120,"Monetary Policy, Unemployment and the Labour Market",The University of Edinburgh,"Scotland, UK"
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,HE1002,Principles of Macroeconomics,Nanyang Technological University,Singapore
MGCR,Equivalent,MGCR294,The Firm in the Macroeconomy,HE3102,Introduction to International Macroeconomics,Nanyang Technological University,Singapore
