code,subject,title,credits,prereq_text,prereq_codes,coreq_text,coreq_codes,restrictions,description
PHYS657,PHYS,Classical Condensed Matter,3,,,,,,
PHYS658,PHYS,Advanced Condensed Matter,3,,,,,,
PHYS659,PHYS,Experimental Condensed Matter,3,,,,,,
PHYS660,PHYS,Quantum Condensed Matter,3,,,,,,
PHYS673,PHYS,Quantum Field Theory 2,3,PHYS 610 or permission of instructor,PHYS610,,,,
PHYS690,PHYS,M.Sc. Thesis,24,,,,,,
PHYS691,PHYS,Thesis Preparation,3,,,,,,
PHYS692,PHYS,Thesis Project,6,,,,,,
PHYS693,PHYS,M.Sc. Research,3,,,,,,
PHYS700,PHYS,Preliminary Ph.D. Examination,0,,,,,,
PHYS717,PHYS,Many-body Physics,3,,,,,,
PHYS718,PHYS,Special Topics: Solid State Physics 1,3,,,,,,
PHYS719,PHYS,Special Topics: Solid State Physics 2,3,,,,,,
PHYS729,PHYS,Special Topics in Nuclear Physics,3,,,,,,
PHYS730,PHYS,Special Topics: High Energy Physics 1,3,,,,,,
PHYS731,PHYS,Special Topics: High Energy Physics 2,3,,,,,,
PHYS741,PHYS,Superstring Theory,3,PHYS 610,PHYS610,,,,
PHYS743,PHYS,Very Early Universe,3,"PHYS 514, General Relativity",PHYS514,"PHYS 610, Quantum Field Theory 1",PHYS610,,
PHYS744,PHYS,Finite Temperature Field Theory,3,PHYS 610,PHYS610,,,,
PHYS745,PHYS,Supersymmetry and Supergravity,3,PHYS 610,PHYS610,,,,
PLNT200,PLNT,,3,,,,,Not open to students who have taken PLNT 300. 3 lectures and one 2-hour lab,
PLNT221,PLNT,Introduction to Fungi,1,,,,,,
PLNT302,PLNT,Forage Crops and Pastures,3,PLNT 200 or PLNT 201 or AEBI 210 or AEBI 211,PLNT200 PLNT201 AEBI210 AEBI211,,,,
PLNT304,PLNT,Biology of Fungi,3,,,,,"U2 or above, or permission of instructor",
PLNT305,PLNT,Plant Pathology,3,,,,,,
PLNT307,PLNT,Agroecology of Vegetables and Fruits,3,AEBI 210 or PLNT 200 or permission of the instructor,AEBI210 PLNT200,,,,
PLNT310,PLNT,Plant Propagation,3,,,,,,
PLNT312,PLNT,Urban Horticulture,3,PLNT 200 or AEBI 210 or ENVR 202 or BIOL 205 or permission of the instructor,PLNT200 AEBI210 ENVR202 BIOL205,,,,
PLNT316,PLNT,Plant Specialized Metabolism,3,"AEBI 210, LSCI 211",AEBI210 LSCI211,,,Open to U2 students and higher,
PLNT322,PLNT,Greenhouse Management,3,PLNT 200 or AEBI 210 or ENVR 202 or BIOL 205 or permission of the instructor,PLNT200 AEBI210 ENVR202 BIOL205,,,,
PLNT353,PLNT,Plant Structure and Function,3,PLNT 200 or AEBI 210 and LSCI 204 and LSCI 211 or permission of the instructor,PLNT200 AEBI210 LSCI204 LSCI211,,,,
PLNT358,PLNT,Flowering Plant Diversity,3,"PLNT 200 or AEBI 210 or ENVR 202 or permission of the instructor A $100.29 fee is charged to all students registered in this course, which has a fieldwork component prior to the beginning of classes in August. This fee is used to support the cost of excursions, a hand lens, instructional handouts and identification aids. Students who have already received a hand lens may request a reimbursement of a portion of this charge through their department",PLNT200 AEBI210 ENVR202,,,,
PLNT426,PLNT,Plant Ecophysiology,3,LSCI 204 and PLNT 353 or permission of instructor,LSCI204 PLNT353,,,,
PLNT430,PLNT,Pesticides in Agriculture,3,"AGRI 215, and one of PLNT 300, PLNT 302, PLNT 307, or PLNT 322 or permission from the instructor. There is a fee of $55.07 for the purchase of a dust-moist filtering respirator/mask to be worn when handling pesticides during the laboratory for this course. This equipment is retained by the student",AGRI215 PLNT300 PLNT302 PLNT307 PLNT322,,,,
PLNT434,PLNT,Weed Biology and Control,3,PLNT 200 or AEBI 210,PLNT200 AEBI210,,,,
PLNT435,PLNT,Plant Breeding,3,LSCI 204 and (PLNT 200 or AEBI 210),LSCI204 PLNT200 AEBI210,,,,
PLNT460,PLNT,Plant Ecology,3,AEMA 310 or permission of instructor. This course carries an additional charge of $170.00 to cover the cost of transportation (bus rental) for local field trips. The fee is refundable only during the withdrawal with full refund period,AEMA310,,,,
PLNT470,PLNT,Cannabis Issues and Concerns,3,,,"FDSC 475, FDSC 476, FDSC 477",FDSC475 FDSC476 FDSC477,Only open to students enrolled in the Diploma in Commercial Cannabis,
PLNT471,PLNT,Commercial Cannabis Production,4,PLNT 470 All pre-requisites must be passed with a minimum grade of B-,PLNT470,PLNT 472 and PLNT 473,PLNT472 PLNT473,,
PLNT472,PLNT,Cannabis Genetics and Breeding,4,PLNT 470,PLNT470,PLNT 471 and PLNT 473,PLNT471 PLNT473,Open only to students enrolled in the Diploma in Commercial Cannabis All pre-requisites must be passed with a minimum grade of B-,
PLNT473,PLNT,Control of Cannabis Diseases,4,PLNT 470,PLNT470,PLNT 471 and PLNT 472,PLNT471 PLNT472,Only open to students enrolled in the Diploma in Commercial Cannabis All pre-requisites must be passed with a minimum grade of B-,
PLNT474,PLNT,Commercial Cannabis Internship,6,PLNT 473,PLNT473,,,Open only to students enrolled in the Diploma in Commercial Cannabis. All pre-requisites must be passed with a minimum grade of B-. Students must successfully complete a criminal record check,
PLNT602,PLNT,Advances in Agronomy,3,,,,,,
PLNT619,PLNT,Advances in Plant Biology and Physiology,3,,,,,,
PLNT622,PLNT,Advances in Plant Protection,3,,,,,,
PLNT635,PLNT,Advanced Plant Breeding,3,AEMA 310 or equivalent; LSCI 204 or equivalent; and permission of the instructor,AEMA310 LSCI204,,,,
PLNT646,PLNT,Advances in Plant-Biotic and -Abiotic Interactions,3,,,,,,
PLNT662,PLNT,Advances in Plant Biotechnology,3,,,,,,
PLNT664,PLNT,M.Sc. Thesis 1,12,,,,,,
PLNT665,PLNT,M.Sc. Thesis 2,12,,,,,,
PLNT666,PLNT,M.Sc. Thesis 3,15,,,,,,
PLNT667,PLNT,MSc Thesis 3A,12,"PLNT 664, PLNT 665",PLNT664 PLNT665,,,Not open to students who have taken PLNT 666,
PLNT670,PLNT,Special Topics,3,,,,,,
PLNT690,PLNT,Research Horizons in Plant Science 1,0,,,,,,
PLNT691,PLNT,Research Horizons in Plant Science 2,0,,,,,,
PLNT701,PLNT,Doctoral Comprehensive Examination,0,,,,,,
POLI200,POLI,Introduction to Political Science,3,,,,,,
POLI210,POLI,Political Science Research Methods,3,,,,,,
POLI212,POLI,Introduction to Comparative Politics – Europe/North America,3,,,,,,
POLI221,POLI,Government of Canada,3,,,,,,
POLI222,POLI,Political Process and Behaviour in Canada,3,,,,,,
POLI226,POLI,La vie politique québécoise,3,,,,,An ability to understand and read French is required; writing and speaking ability are not. This course is offered in English and French in alternate years. For 2012-13 it will be offered in French,
POLI227,POLI,Introduction to Comparative Politics - Global South,3,,,,,,
POLI231,POLI,Introduction to Political Theory,3,,,,,,
POLI243,POLI,International Politics of Economic Relations,3,,,,,,
POLI244,POLI,International Politics: State Behaviour,3,,,,,,
POLI245,POLI,Introduction aux relationsinternationales,3,,,,,,
POLI311,POLI,Introduction to Quantitative Political Science,3,"POLI 210 or equivalent, or permission of instructor. The field is Methods",POLI210,,,,
POLI312,POLI,Intermediate Quantitative Political Science,3,POLI 311 The field is Methods,POLI311,,,,
POLI313,POLI,Introduction to Qualitative Methods in Political Science,3,,,,,"POLI 210 or equivalent, or permission of instructor",
POLI316,POLI,Black Lives Matter and American Democracy,3,,,,,,
POLI317,POLI,The Politics of Race in Canada,3,"at least one of POLI 212, POLI 221, POLI 222, POLI 226, POLI 227, or POLI 231",POLI212 POLI221 POLI222 POLI226 POLI227 POLI231,,,,
POLI318,POLI,Comparative Local Government,3,"POLI 212 or POLI 227, or written permission of the instructor",POLI212 POLI227,,,,
POLI319,POLI,Politics of Latin America,3,A basic course in Comparative Politics or a course on the region or written permission of the instructor,,,,,
POLI320,POLI,Issues in Canadian Democracy,3,At least one other course in Canadian or Comparative Government and Politics or permission of instructor,,,,,
POLI321,POLI,Issues: Canadian Public Policy,3,at least one other course in Canadian or Comparative Politics,,,,,
POLI322,POLI,Political Change in South Asia,3,A basic course in Comparative Politics or a course on the region or written permission of the instructor,,,,,
POLI324,POLI,Comparative Politics of Africa,3,A basic course in Comparative Politics or a course on the region or written permission of the instructor,,,,,
POLI325,POLI,U.S. Politics,3,POLI 212 or POLI 227,POLI212 POLI227,,,,
POLI328,POLI,Comparing European Democracies,3,POLI 212 or POLI 227 or written permission of the instructor,POLI212 POLI227,,,,
POLI329,POLI,Russian Politics,3,POLI 212 or POLI 227,POLI212 POLI227,,,,
POLI330,POLI,Law and Courts in Europe,3,POLI 212 or POLI 227,POLI212 POLI227,,,,
POLI331,POLI,Politics in East Central Europe,3,Some prior related course i.e. Comparative Politics or East European History or written consent of the instructor. Recommended POLI 329. The field is Comparative Politics,POLI329,,,,
POLI333,POLI,Western Political Theory 1,3,POLI 231 or POLI 232 or PHIL 240 or at least two political science courses at the 300 level; or permission of the instructor,POLI231 POLI232 PHIL240,,,,
POLI334,POLI,Western Political Theory 2,3,POLI 333 or written permission of the instructor. POLI 333 should be taken before this course,POLI333,,,Not open to students who have taken or are taking PHIL 344,
POLI336,POLI,Le Québec et le Canada,3,,,,,An ability to understand and read French is required; writing and speaking ability are not. Not open to students who have taken QCST 336,
POLI338,POLI,Topics in Comparative Politics 1,3,A basic course in Comparative Politics or a course on the region or written permission of the instructor. The field is Comparative Politics,,,,,
POLI339,POLI,Topics in Comparative Politics 2,3,a basic course in Comparative Politics or written permission of the instructor,,,,,
POLI340,POLI,Comparative Politics of the Middle East,3,A basic course in Comparative Politics or a course on the region or written permission of the instructor,,,,,
POLI341,POLI,Foreign Policy: The Middle East,3,A 200- or 300- level course in International Relations or Middle East politics or permission of the instructor,,,,,
POLI342,POLI,Canadian Foreign Policy,3,A basic course in Canadian Government and Politics or International Politics or written consent of instructor,,,,,
POLI345,POLI,International Organizations,3,A basic course in International Politics or written consent of instructor,,,,,
POLI346,POLI,American Foreign Policy,3,POLI 243 or POLI 244 or a course in American history,POLI243 POLI244,,,,
POLI347,POLI,"Arab-Israel Conflict, Crisis, Peace",3,POLI 243 or POLI 244,POLI243 POLI244,,,,
POLI348,POLI,Gender and Canadian Politics,3,At least one other course in Canadian politics or GSFS,,,,,
POLI349,POLI,Foreign Policy: Asia,3,"POLI 243 or 244, or permission of the instructor",POLI243,,,,
POLI350,POLI,Global Environmental Politics,3,A basic course in International Politics,,,,,
POLI351,POLI,The Causes of Major Wars,3,"POLI 243, POLI 244 or permission of the instructor",POLI243 POLI244,,,,
POLI352,POLI,International Policy/Foreign Policy: Africa,3,A basic course in International or African politics or written consent of the instructor,,,,,
POLI353,POLI,Politics of the International Refugee Regime,3,,,,,,
POLI354,POLI,Approaches to International Political Economy,3,A basic course in International Relations and an introductory course in Macro Economics,,,,,
POLI355,POLI,The Politics of International Law,3,A basic course in International Politics,,,,,
POLI357,POLI,Politics: Contemporary Europe,3,POLI 212 or POLI 227 or written permission of the instructor,POLI212 POLI227,,,,
POLI358,POLI,Political Economy of International Organizations,3,A basic course in International Politics,,,,,
POLI359,POLI,Topics in International Politics 1,3,A basic course in International Relations,,,,,
POLI360,POLI,Security: War and Peace,3,A basic course in International Relations or written permission of the instructor,,,,,
POLI361,POLI,Political Participation in Comparative Perspective,3,POLI 212 or POLI 227,POLI212 POLI227,,,,
POLI362,POLI,Political Theory and International Relations,3,"A 200 or 300-level course in political theory, and POLI 243 or POLI 244",POLI243 POLI244,,,,
POLI363,POLI,Contemporary Political Theory,3,A 200 or 300 level course in political theory,,,,,
POLI364,POLI,Radical Political Thought,3,A 200- or 300-level course in political theory,,,,,
POLI365,POLI,Democratic Theory,3,Prerequisite: A 200- or 300-level course in political theory,,,,,
POLI366,POLI,Topics in Political Theory 1,3,A 200- or 300-level course in political theory,,,,,
POLI367,POLI,Liberal Political Theory,3,POLI 231 or POLI 333,POLI231 POLI333,,,,
POLI368,POLI,Political Theory and Indigeneity,3,POLI 231,POLI231,,,,
POLI369,POLI,Politics of Southeast Asia,3,POLI 212 or POLI 227. The field is Comparative Politics,POLI212 POLI227,,,,
POLI371,POLI,Challenge of Canadian Federalism,3,at least one course in Canadian politics,,,,,
POLI372,POLI,Indigenous Peoples and the Canadian State,3,"At least one course in Canadian politics such as, POLI 221 or POLI 222 OR Permission of the instructor",POLI221 POLI222,,,Not open to students who have taken POLI 372 prior to W06,
POLI379,POLI,Topics in Canadian Politics,3,A basic course in Canadian Government and Politics,,,,,
POLI380,POLI,Contemporary Chinese Politics,3,POLI 212 or POLI 227,POLI212 POLI227,,,,
POLI381,POLI,Politics in Japan and South Korea,3,POLI 212 or POLI 227,POLI212 POLI227,,,,
POLI410,POLI,Canadian Political Parties,3,At least one other course in Canadian Politics,,,,,
POLI412,POLI,Canadian Voting/Public Opinion,3,"at least one course in Canadian politics, preferably at the 300 or 400 level, or permission of the instructor",,,,,
POLI417,POLI,Health Care in Canada,3,POLI 221 or POLI 221,POLI221,,,,
POLI420,POLI,"Memory, Place, and Power",3,"One of the following: GEOG 316, GEOG 325, or GEOG 331; or one 200- or 300-level course in Comparative Politics required; or permission of instructor",GEOG316 GEOG325 GEOG331,,,"Not open to students who have taken or are taking GEOG 420, or who have taken POLI 432 when the topic was ""Memory, Place, and Power""",
POLI421,POLI,The Politics of Misinformation,3,,,,,,
POLI422,POLI,Advanced Topics in Comparative Politics 1,3,a basic course and preferably an upper level course in comparative politics,,,,,
POLI423,POLI,Politics of Ethno-Nationalism,3,one 300 or 400-level course in comparative politics,,,,,
POLI424,POLI,Media and Politics,3,POLI 212 Or POLI 227; and at least 3 credits in Political Science at the 300 level,POLI212 POLI227,,,,
POLI426,POLI,Partis politiques et comportements électoraux au Québec,3,,,,,,
POLI427,POLI,Selected Topics: Canadian Politics,3,A basic course and preferably an upper level course as well in Canadian Government and Politics or permission of the instructor,,,,,
POLI430,POLI,Politics of Art,3,,,,,,
POLI431,POLI,Nations and Nationalism,3,POLI 212 or POLI 227 or POLI 328,POLI212 POLI227 POLI328,,,,
POLI432,POLI,Advanced Topics in Comparative Politics 2,3,,,,,,
POLI433,POLI,History of Political/Social Theory 3,3,POL1 231 or 232 or 333 or 334 or written permission,,,,,
POLI434,POLI,History of Political/Social Theory 4,3,POL1 433,,,,,
POLI435,POLI,Identity and Inequality,3,300 level course in comparative politics or related social science course,,,,,
POLI436,POLI,Aboriginal Rights in the Canadian Constitution,3,,,,,,
POLI441,POLI,International Political Economy: Trade,3,POLI 243 or POLI 244 or permission of the instructor,POLI243 POLI244,,,,
POLI442,POLI,International Relations of Ethnic Conflict,3,POLI 243 or POLI 244 or permission of the instructor,POLI243 POLI244,,,,
POLI443,POLI,Intervention in World Politics,3,"POLI 243 or POLI 244 or permission of the instructor, or a 300-level course in International Relations. The field is International Relations",POLI243 POLI244,,,,
POLI444,POLI,Topics in International Politics 2,3,An upper level course in International Politics or written permission of the instructor,,,,,
POLI445,POLI,International Political Economy: Monetary Relations,3,POLI 243 or POLI 244 or permission of the instructor,POLI243 POLI244,,,,
POLI446,POLI,International Law and Politics of Human Rights,3,A 200-level POLI course in the field of International Politics,,,,,
POLI447,POLI,Political Economy of Multinationals,3,POLI 311 or permission of the instructor The field is International Relations,POLI311,,,,
POLI448,POLI,Gender and International Relations,3,A basic course in International Politics,,,,,
POLI449,POLI,Diplomacy in Practice,3,A basic course in International Politics or permission of instructor. The field is International Politics. This course is taught in an active learning classroom,,,,,
POLI450,POLI,Peacebuilding,3,previous courses in comparative politics and international relations,,,,,
POLI451,POLI,The European Union,3,one course each in International Relations and Comparative Politics,,,,,
POLI452,POLI,Conflict Simulation,3,A 200-level course in international relations or comparative politics. The field is Comparative Politics; also in the field of International Relations,,,,,
POLI458,POLI,(De-) Coloniality,3,one 300-level course in political theory,,,,,
POLI459,POLI,Topics in Political Theory 2,3,A 300- or 400-level course in political theory,,,,,
POLI468,POLI,Indigenous Political Thought,3,POLI 368,POLI368,,,,
POLI470,POLI,"Philosophy, Economy and Society",3,,,,,,
POLI473,POLI,Democracy and the Market,3,A course in Comparative Politics or written permission of the instructor,,,,,
POLI476,POLI,Religion and Politics,3,A course in Comparative Politics or permission of instructor,,,,,
POLI481,POLI,Topics in Political Science Research Methods,3,A 300-level course in Methods or written permission of the instructor,,,,,
POLI490,POLI,Independent Reading and Research 1,3,,,,,Not open to Minor students,
POLI499,POLI,Honours Essay,3,,,,,Open to final-year Joint Honours and Honours students only,
POLI521,POLI,Seminar: Canadian Politics and Government,3,At least one 300 or 400-level course in Canadian Politics,,,,"Open to graduate students, final year Honours students, and other advanced undergraduates with the permission of the instructor",
POLI522,POLI,Seminar: Comparative Politics 1,3,At least one upper-level course in comparative politics,,,,"Open to graduate students, final year honours students, and other advanced undergraduates with permission of the instructor",
POLI524,POLI,Seminar: Comparative Politics 2,3,At least one upper-level course in comparative politics,,,,"Open to graduate students, final year Honours students, and other advanced undergraduates with the permission of the instructor",
POLI561,POLI,Seminar: Political Theory,3,At least one upper-level course in political philosophy,,,,"Open to graduate students, final year Honours students, and other advanced undergraduates with the permission of the instructor",
POLI575,POLI,Seminar: International Politics,3,,,,,Open to graduate students and final year Honours students only,
POLI599,POLI,Internship: Political Science,3,,,,,"Open, with permission, to Honours, Joint Honours and Majors students in years U2 and U3, and graduate students. This course does not count as a 500-level seminar under the Honours requirements",
POLI610,POLI,Public Policy: Canadian and Comparative Perspectives,3,,,,,,
POLI611,POLI,Qualitative Analysis,3,,,,,,
POLI612,POLI,Research Methods in Political Science,3,,,,,,
POLI613,POLI,Selected Themes: Political Theory,3,,,,,,
POLI614,POLI,Proseminar in Political Theory,3,,,,,,
POLI615,POLI,Gender and Politics,3,,,,,,
POLI616,POLI,Modern Political Analysis,3,,,,,,
POLI617,POLI,Problems in Political Theory,3,,,,,,
POLI618,POLI,Quantitative Analysis,3,,,,,,
POLI619,POLI,"Race, Ethnicity, and Politics",3,,,,,,
POLI621,POLI,Interpreting Canadian Political Process,3,,,,,,
POLI622,POLI,Advanced Topics in Canadian Politics,3,,,,,,
POLI623,POLI,Judicial Politics and the Constitution,3,,,,,,
POLI626,POLI,Historical Analysis in Political Science,3,,,,,,
POLI628,POLI,Comparative Politics,3,,,,,,
POLI629,POLI,Politics of Eurasia,3,,,,,,
POLI630,POLI,Topics in European Politics,3,,,,,,
POLI631,POLI,Comparative Federalism,3,,,,,,
POLI632,POLI,Voting Behaviour/Public Opinion,3,,,,,,
POLI633,POLI,Southeast Asian Politics,3,,,,,,
POLI636,POLI,Approches théoriques: politique québécoise,3,,,,,,
POLI639,POLI,Themes in Comparative Politics 1,3,,,,,,
POLI640,POLI,Middle East Politics,3,,,,,,
POLI641,POLI,Seminar: Political Change in South Asia,3,,,,,,
POLI642,POLI,African Politics,3,,,,,,
POLI643,POLI,Politics of Identity,3,,,,,,
POLI645,POLI,Advanced Contemporary Chinese Politics,3,,,,,,
POLI646,POLI,Themes in Comparative Politics 2,3,,,,,,
POLI648,POLI,Latin American Politics,3,,,,,,
POLI650,POLI,Seminar in Peacebuilding,3,,,,,,
POLI659,POLI,The European Union and Europe,3,,,,,,
POLI660,POLI,Fieldwork: Challenges and Strategies,3,,,,,,
POLI661,POLI,Interpretation and Research,3,,,,,,
POLI666,POLI,Causal Inference for Political Science,3,POLI 618 or equivalent The field is Methods,POLI618,,,,
POLI668,POLI,Advanced Topics in Political Science Research Methods,3,,,,,,
POLI670,POLI,Advanced Topics: International Relations,3,,,,,,
POLI671,POLI,International Relations Theory,3,,,,,,
POLI672,POLI,International Political Economy,3,,,,,,
POLI676,POLI,Sociological Issues in International Relations,3,"No previous course work in psychology is required. In addition to political science graduate students who are specializing in international relations and, subject to limitations of class size, this seminar is open to other interested political science graduate students and third year honours undergraduates in political science, history and psychology",,,,,
POLI678,POLI,Research Seminar - International Politics,3,,,,,Not open to students who have taken POLI 778,
POLI679,POLI,International Security: Conflict and Co-operation,3,,,,,,
POLI680,POLI,Social Change/Advanced Industrialized Democracies,3,,,,,,
POLI688,POLI,Seminar on Social Statistics,3,,,,,,
POLI690,POLI,Reading in Political Science,3,,,,,,
POLI690D2,POLI,Reading in Political Science,1.5,POLI 690D1 No credit will be given for this course unless both POLI 690D1 and POLI 690D2 are successfully completed in consecutive terms POLI 690D1 and POLI 690D2 together are equivalent to POLI 690,POLI690D1 POLI690,,,,
POLI691,POLI,Bibliographic Methods 1,6,,,,,,
POLI693,POLI,M.A. Research Proposal,3,,,,,,
POLI694,POLI,Research Preparation 1,3,,,,,,
POLI695,POLI,Research Preparation 2,3,,,,,,
POLI696,POLI,Research Preparation 3,3,,,,,,
POLI697,POLI,M.A. Thesis Proposal,12,,,,,,
POLI698,POLI,Master's Thesis Submission,12,,,,,,
POLI698D1,POLI,Master's Thesis Submission,6,,,,,,
POLI698D2,POLI,Master's Thesis Submission,6,POLI 698D1 No credit will be given for this course unless both POLI 698D1 and POLI 698D2 are successfully completed in consecutive terms POLI 698D1 and POLI 698D2 together are equivalent to POLI 698,POLI698D1 POLI698,,,,
POLI699,POLI,Master's Research Essay,6,,,,,,
POLI699D1,POLI,Master's Research Essay,3,,,,,,
POLI699D2,POLI,Master's Research Essay,3,POLI 699D1 No credit will be given for this course unless both POLI 699D1 and POLI 699D2 are successfully completed in consecutive terms POLI 699D1 and POLI 699D2 together are equivalent to POLI 699,POLI699D1 POLI699,,,,
POLI700,POLI,PhD Research Seminar,0,,,,,,
POLI701,POLI,Ph.D. General Written Examination First Field,0,,,,,,
POLI702,POLI,Ph.D. General Written Examination Second Field,0,,,,,,
POLI799,POLI,Ph.D. Oral Comprehensive Examination,0,,,,,,
POTH204,POTH,Introduction to Statistics for OT/PT,3,,,,,Not open to students who have taken or are taking PSYC 204 or equivalent,
POTH225,POTH,Introduction to Biomechanics in Rehabilitation Sciences,3,PHGY 209 and ANAT 315,PHGY209 ANAT315,,,Only for BSc Rehab Science students (U1 students) for both programs (PT and OT),
POTH250,POTH,Introduction to Professional Practice 2,3,,,,,,
POTH305,POTH,,3,Successful completion of POTH 204 or an equivalent introductory statistics course,POTH204,,,Not open to students who have taken or are taking PSYC 305 or equivalent,
POTH401,POTH,Research Methods,3,,,,,,
POTH434,POTH,Musculoskeletal Biomechanics,3,,,,,,
POTH446,POTH,Current Topics: Rehabilitation,2,,,,,,
POTH455,POTH,Neurophysiology,3,,,,,,
POTH508,POTH,Plasticity in Rehabilitation,3,POTH 455 or equivalent,POTH455,,,,
POTH563,POTH,Foundations of Professional Practice,3,,,,,"Only open to students in the BSc(RehabSc); Major in Physical Therapy and BSc(RehabSc); Major in Occupational Therapy, students in the School of Physical and Occupational Therapy. Not open to students who have taken OCC1 546 and PHTH 570",
POTH602,POTH,Advanced Educational and Management Strategies,3,,,,,,
POTH603,POTH,Directed Practicum,3,,,,,,
POTH604,POTH,Current Topics in Pediatrics,3,"POTH 260, or permission of instructors",POTH260,,,,
POTH609,POTH,Qualitative Research in Rehabilitation Science,0,,,,,,
POTH610,POTH,Research Methodology,4,,,EPIB 507,EPIB507,,
POTH611,POTH,Health Research Methods,3,Undergraduate Degree in health profession or permission of instructor An online course that is offered to health care practitioners,,,,,
POTH612,POTH,Applied Clinical Research Methods,4,POTH 401 or equivalent content as deemed by the instructor,POTH401,,,,
POTH614,POTH,Selected Topics in Rehabilitation Science,3,,,,,,
POTH616,POTH,Seminars in Rehabilitation Science,1,,,,,,
POTH617,POTH,Knowledge Synthesis in Rehabilitation Seminar,0,,,,,,
POTH618,POTH,Topics in Rehabilitation,3,,,,,,
POTH619,POTH,Rehabilitation Seminars 2,0,,,,,"During one academic year, students may not register for POTH 619 in the same term as POTH 616 or POTH 617",
POTH620,POTH,Measurement: Rehabilitation 1,3,POTH 222 and permission of instructor,POTH222,,,,
POTH624,POTH,Master's Project,7,,,,,OT and PT students only,
POTH625D1,POTH,Design of Assistive Technologies: Principles,1.5,,,,,Departmental approval is required to register to this course. Not open to Biomedical Engineering students. Students must register for both POTH 625D1 and POTH 625D2 No credit will be given for this course unless both POTH 625D1 and POTH 625D2 are successfully completed in consecutive terms,
POTH625D2,POTH,Design of Assistive Technologies: Principles,1.5,POTH 625D1 No credit will be given for this course unless both POTH 625D1 and POTH 625D2 are successfully completed in consecutive terms,POTH625D1,,,Departmental approval is required to register to this course. Not open to Biomedical Engineering students,
POTH627,POTH,"Enabling Eating, Drinking, and Swallowing",3,"OCC1 547, OCC1 617",,,,Open only to students registered in the following programs: MSc(Applied) in Occupational Therapy and MSc(Applied) in Physical Therapy. Open to other students by permission of instructor only,
POTH628,POTH,Introduction to Regression Analysis,3,,,,,,
POTH630,POTH,Measurement: Rehabilitation 2,3,EPIB 607 or PSYC 305 or equivalent,EPIB607 PSYC305,,,,
POTH631,POTH,Research Proposal,3,,,,,,
POTH632,POTH,Research Elective,3,M1 OT or PT courses,,,,M2 OT & PT students only,
POTH634,POTH,Childhood Performance Issues,3,,,,,M1 OT students only,
POTH635,POTH,Enabling Upper Extremity Function,3,"OCC1 545, OCC1 549",,,,Open only to students registered in the following programs: MSc(Applied) in Occupational Therapy and MSc(Applied) in Physical Therapy. Open to other students by permission of instructor only,
POTH636,POTH,Physical Therapy in Pediatrics,3,"PHTH 560, PHTH 561, PHTH 552 (or PHTH 554 and PHTH 564)",PHTH560 PHTH561 PHTH552 PHTH554 PHTH564,,,Open only to students registered in the following programs: MSc(Applied) in Occupational Therapy and MSc(Applied) in Physical Therapy. Open to other students by permission of instructor only,
POTH637,POTH,Cancer Rehabilitation,3,PHTH 570 or permission of instructor,PHTH570,,,,
POTH638,POTH,Promoting Wellness of Seniors,3,,,,,OT students only or permision of instructor,
POTH639,POTH,Motor Control,3,,,,,"Open only to students registered in the following programs: MSc. (Applied) in Occupational Therapy, MSc. (Applied) in Physical Therapy and MSc. in Rehabilitation Science. Open to other students by permission of instructor only",
POTH640,POTH,Role-Emerging Management,3,,,,,OT/PT students only,
POTH661,POTH,Research Project 1,7,,,,,Campus students only,
POTH662,POTH,Research Project 2,8,,,,,,
POTH663,POTH,Pain Assessment in Clinical Practice,3,Undergraduate Degree in health profession or permission of instructor An online course that is offered to health care practitioners. Note that a fee of $262.94 is charged to support the cost of the preparation of on-line documents for this course,,,,,
POTH664,POTH,Neuroscience and Behavioural Perspectives of Pain,3,Undergraduate Degree in Health Profession or permission of instructor. An online course that is offered to health care practitioners. Note that a fee of $262.94 is charged to support the cost of the preparation of on-line documents for this course,,,,,
POTH665,POTH,Interdisciplinary Management of Chronic Pain,3,POTH 663 and POTH 664 or permission of the instructor. An online course that is offered to health care practitioners. Note that a fee of $262.94 is charged to support the cost of the preparation of on-line documents for this course,POTH663 POTH664,,,,
POTH666,POTH,Common Clinical Pain Syndromes,3,"POTH 663 or permission of instructor An online course that is offered to health care practitioners. During the semester, the students will have to spend an intensive two-day period on campus (6-hour lecture per day). Note that a fee of $262.94 is charged to support the cost of the preparation of on-line documents for this course",POTH663,,,,
POTH673,POTH,Screening for at Risk Drivers,3,Undergraduate or graduate degree in a health-related field. Note that a fee of $270.83 is charged to support the cost of the preparation of on-line documents for this course,,,,,
POTH674,POTH,Assessing Driving Ability 1,3,POTH 673,POTH673,,,Primarily designed for Occupational Therapists. Individuals from other disciplines may be considered on a case by case basis. Note that a fee of $270.83 is charged to support the cost of the preparation of on-line documents for this course,
POTH675,POTH,Driving Assessment Practicum,3,POTH 674,POTH674,,,This course is restricted to Occupational Therapists who have successfully completed POTH 674. It is available in both French and English and includes a 5-day intensive workshop. Note that a fee of $784.09 is associated with the requirement of the on-site training at a local institution or a rehabilitation center for the practicum portion of the program,
