code,subject,title,credits,prereq_text,prereq_codes,coreq_text,coreq_codes,restrictions,description
AAAA100,AAAA,,0,,,,,,
ACCT351,ACCT,Intermediate Financial Accounting 1,3,MGCR 211,MGCR211,,,Not open to U0 students,
ACCT352,ACCT,Intermediate Financial Accounting 2,3,ACCT 351 and MGCR 341,ACCT351 MGCR341,,,,
ACCT354,ACCT,Financial Statement Analysis,3,MGCR 211 and MGCR 341,MGCR211 MGCR341,,,,
ACCT361,ACCT,Management Accounting,3,MGCR 211,MGCR211,,,Not open to U0 students,
ACCT362,ACCT,Cost Accounting,3,ACCT 361,ACCT361,,,,
ACCT385,ACCT,Principles of Taxation,3,MGCR 211,MGCR211,,,Not open to U0 students,
ACCT401,ACCT,Sustainability and Environmental Accounting,3,MGCR 211 Open only to U2 and U3 students,MGCR211,,,,
ACCT434,ACCT,Topics in Accounting 1,3,MGCR 211,MGCR211,,,Open to U2 and U3 students,
ACCT451,ACCT,Data Analytics in Capital Market,3,"MGCR 211, MGCR 341",MGCR211 MGCR341,,,Open to U2 and U3 students,
ACCT452,ACCT,Financial Reporting Valuation,3,MGCR 211 and MGCR 341,MGCR211 MGCR341,,,Open to U2 and U3 students,
ACCT453,ACCT,Advanced Financial Accounting,3,ACCT 352,ACCT352,,,,
ACCT455,ACCT,Development of Accounting Thought,3,ACCT 352,ACCT352,,,,
ACCT463,ACCT,Management Control,3,ACCT 361,ACCT361,,,,
ACCT475,ACCT,Principles of Auditing,3,ACCT 352,ACCT352,,,,
ACCT486,ACCT,Business Taxation 2,3,ACCT 385,ACCT385,,,,
ACCT604,ACCT,Financial Statements 1,3,,,,,,
ACCT605,ACCT,Financial Statements 2,3,ACCT 604,ACCT604,,,,
ACCT618,ACCT,Financial Reporting: Structure and Analysis,3,,,,,,
ACCT623,ACCT,Intermediate Financial Reporting 2,3,ACCT 622,ACCT622,,,,
ACCT626,ACCT,Data Analytics in Accounting,1.5,(INSY 660 OR INSY 662 OR Instructor's approval) AND (MGSC 660 OR MGSC 661 OR Instructor's approval),INSY660 INSY662 MGSC660 MGSC661,,,,
ACCT645,ACCT,Financial Management in Healthcare,2,,,,,,
ACCT645D1,ACCT,Financial Management in Healthcare,1,,,,,,
ACCT645D2,ACCT,Financial Management in Healthcare,1,ACCT 645D1 No credit will be given for this course unless both ACCT 645D1 and ACCT 645D2 are successfully completed in consecutive terms,ACCT645D1,,,,
ACCT653,ACCT,Issues in Professional Accounting 1,3,,,,,"Open only to students in the Graduate Certificate in Professional Accounting. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the third lecture day and withdrawal is June 20, 2023. *Desautels GCPA Prog students only. Intensive course. Add/drop May 23, w/withdrawal Jun 20",
ACCT654,ACCT,Issues in Professional Accounting 2,3,,,,,"Open only to students in the Graduate Certificate in Professional Accounting. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the third lecture day and withdrawal is June 20, 2023. *Desautels GCPA Prog students only. Intensive course. Add/drop May 25, w/withdrawal Jun 20",
ACCT663,ACCT,Strategic Aspects of Accounting 1,3,,,,,"Open only to students in the Graduate Certificate in Professional Accounting. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the third lecture day and withdrawal is June 20, 2023. *Desautels GCPA Prog students only. Intensive course. Add/drop May 23, w/withdrawal Jun 20",
ACCT664,ACCT,Strategic Aspects of Accounting 2,3,,,,,"Open only to students in the Graduate Certificate in Professional Accounting. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the third lecture day and withdrawal is June 20, 2023. *Desautels GCPA Prog students only. Intensive course. Add/drop May 25, w/withdrawal Jun 20",
ACCT683,ACCT,Practice of Taxation,3,"ACCT 653, ACCT 654, ACCT 663, ACCT 664",ACCT653 ACCT654 ACCT663 ACCT664,,,Open only to students in the Graduate Certificate in Professional Accounting (GCPA) program,
ACCT687,ACCT,Assurance Services,3,"ACCT 653, ACCT 654, ACCT 663, ACCT 664",ACCT653 ACCT654 ACCT663 ACCT664,,,Open only to students in the Graduate Certificate in Professional Accounting (GCPA) program,
ACCT689,ACCT,Financial Business Analysis,3,"ACCT 653, ACCT 654, ACCT 663, ACCT 664",ACCT653 ACCT654 ACCT663 ACCT664,,,Open only to students in the Graduate Certificate in Professional Accounting (GCPA) program,
ACCT690,ACCT,Advanced Topics in Accounting 1,3,,,,,,
ACCT695,ACCT,Integrative Analysis,4,"Any two of the following: ACCT 683, ACCT 685, ACCT 687, ACCT 689",ACCT683 ACCT685 ACCT687 ACCT689,ACCT 699,ACCT699,"Open only to students in the Graduate Certificate in Professional Accounting. This is an intensive offering. In addition to Tuesday and Thursday evening classes, there will four (4) Saturday classes offered from 9 to 3 pm. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the second lecture day and withdrawal is the fourth lecture day. *Desautels GCPA Prog students only. Intensive course. Add/drop May 17, w/withdrawal Jun 21. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not a",
ACCT696,ACCT,Advanced Topics in Accounting Analytics,1.5,(INSY 660 OR INSY 662 OR Instructor's approval) AND (MGSC 660 OR MGSC 661 OR Instructor's approval),INSY660 INSY662 MGSC660 MGSC661,,,,
ACCT699,ACCT,Exam Preparation Seminar,8,"Any two courses of the following: ACCT 683, ACCT 685, ACCT 687, ACCT 689",ACCT683 ACCT685 ACCT687 ACCT689,ACCT 695 This is an intensive offering. **Web add deadline is before the start of classes. **No web drop allowed. **No web withdrawal allowed,ACCT695,,
ACCT705,ACCT,,3,,,,,,
ACCT706,ACCT,Research Design in Accounting,3,,,,,,
ACCT707,ACCT,Accountability and Sustainability,3,,,,,,
ACCT710,ACCT,,3,,,,,,
AEBI120,AEBI,Integrated Life Sciences,4,,,,,Not open to students who have taken or are taking BIOL 111 or equivalent,
AEBI210,AEBI,Organisms 1,3,,,,,,
AEBI211,AEBI,Organisms 2,3,,,,,None,
AEBI212,AEBI,Evolution and Phylogeny,3,,,,,,
AEBI421,AEBI,Tropical Horticultural Ecology,3,,,"AEBI 423, AEBI 425, AEBI 427",AEBI423 AEBI425 AEBI427,"Restricted to students that are participating in the Barbados Interdisciplinary Tropical Studies Field Semester **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the second lecture day and withdrawal is the fifth lecture day. Project course AEBI 427 runs concurrently with the other courses (AEBI 421, AEBI 423 & AEBI 425) and the Mondays of each week are dedicated to AEBI 427",
AEBI423,AEBI,Sustainable Land Use,3,,,"AEBI 421, AEBI 425, AEBI 427",AEBI421 AEBI425 AEBI427,"Restricted to students that are participating in the Barbados Interdisciplinary Tropical Studies Field Semester **Since this course is being taught abroad, la Fête Nationale du Québec (June 24th) and Canada Day (July 1st) statutory holidays will not be taken into consideration. Therefore, students are expected to attend their lectures on both Wednesday, June 24 and Wednesday, July 1, 2020. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the third lecture day and withdrawal is the sixth lecture day. Project course AEBI 427 r",
AEBI425,AEBI,Tropical Energy and Food,3,,,"AEBI 421, AEBI 423 and AEBI 427",AEBI421 AEBI423 AEBI427,"Restricted to students that are participating in the Barbados Interdisciplinary Tropical Studies Field Semester **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the second lecture day and withdrawal is the fifth lecture day. Project course AEBI 427 runs concurrently with the other courses (AEBI 421, AEBI 423 & AEBI 425) and the Mondays of each week are dedicated to AEBI 427",
AEBI427,AEBI,Barbados Interdisciplinary Project,6,,,"AEBI 421, AEBI 423 and AEBI 425",AEBI421 AEBI423 AEBI425,"Restricted to students that are participating in the Barbados Interdisciplinary Tropical Studies Field Semester **Since this course is being taught abroad, the Victoria Day statutory holiday will not be taken into consideration. Therefore, students are expected to attend their lecture on Monday, May 18, 2020. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the third lecture day and withdrawal is the sixth lecture day. Project course AEBI 427 runs concurrently with the other courses (AEBI 421, AEBI 423 & AEBI 425) and the Mo",
AEBI665,AEBI,Fundamentals in Advanced Bioimaging,3,,,,,,
AECH110,AECH,General Chemistry 1,4,,,,,Note open to students who have taken FDSC 110,
AECH111,AECH,General Chemistry 2,4,FDSC 110 or AECH 110,FDSC110 AECH110,,,Not open to students who have taken FDSC 111,
AECH118,AECH,General Chemistry Laboratory 1,1,Permission of instructor,,,,"Open only to entering students who have the lecture equivalent of AECH 110. Not open to students who have taken or are taking AECH 110, CHEM 110, or CHEM 112",
AECH119,AECH,General Chemistry Laboratory 2,1,Permission of instructor,,,,"Open only to entering students who have the lecture equivalent of AECH 111. Not open to students who have taken or are taking AECH 111, CHEM 120, or CHEM 122",
AEHM205,AEHM,Science Literacy,3,,,,,,
AEIS230,AEIS,Indigenous Health and Nutrition,3,,,,,"Open to undergraduate students in the Faculty of Agricultural and Environmental Sciences, other students may enroll with permission of the instructor. English language instruction, Fall instruction",
AEMA100,AEMA,Calculus for Life Sciences,4,,,,,"Not open to students who have taken or are taking AEMA 101 and AEMA 102, or equivalent combination",
AEMA101,AEMA,Calculus 1,3,,,,,,
AEMA102,AEMA,Calculus 2,4,Calculus 1 or equivalent,,,,,
AEMA105,AEMA,Precalculus Lab,1,,,,,"Open only to students in FAES whose background is deficient in Precalculus mathematics. Not open to students who have taken CEGEP competency OOUP, AEMA 102, or equivalent. Not open to students who have taken AEMA 100 or MATH 112. Permission of instructor required",
AEMA202,AEMA,Intermediate Calculus,3,BREE 103 and AEMA 102 or equivalent CEGEP objectives 00UP and 00UQ or permission of instructor,BREE103 AEMA102,,,Not open to students who have taken MATH 222,
AEMA204,AEMA,,3,,,,,,
AEMA305,AEMA,Differential Equations,3,AEMA 202 or equivalent,AEMA202,,,Not open to students who have taken MATH 315,
AEMA310,AEMA,Statistical Methods 1,3,,,,,,
AEMA403,AEMA,Environmetrics Stage,3,Permission of the instructor based on satisfactory completion of the U2 year of the Environmetrics Domain in the McGill School of Environment,,,,,
AEMA411,AEMA,Experimental Designs 01,3,AEMA 310 or equivalent Offered in alternate years with AEMA 414 You may not be able to receive credit for this course and other statistic courses. Be sure to check the Course Overlap section under Faculty Degree Requirements in the Arts or Science section of the Calendar,AEMA310 AEMA414,,,,
AEMA414,AEMA,Temporal and Spatial Statistics 01,3,AEMA 310 or equivalent Offered in alternate years with AEMA 411,AEMA310 AEMA411,,,,
AEMA610,AEMA,Statistical Methods 2,3,AEMA 310 or equivalent,AEMA310,,,,
AEMA611,AEMA,Experimental Designs 1,3,AEMA 310 or equivalent,AEMA310,,,,
AEMA614,AEMA,Temporal and Spatial Statistics 1,3,AEMA 310 or equivalent,AEMA310,,,,
AEPH100,AEPH,Elements of Physics,4,,,,,"Not open to students who have taken or are taking AEPH 113 and AEPH 115, or equivalent combination",
AEPH112,AEPH,Introductory Physics 1,4,,,AEMA 101 or equivalent,AEMA101,Not open to students who have passed AEPH 113 or obtained CEGEP competency 00UR. Not open to students in Bioresource Engineering,
AEPH113,AEPH,Physics 1,4,,,AEMA 101 or equivalent,AEMA101,Not open to students who have passed AEPH 112 or obtained CEGEP competency 00UR. Open only to students in Bioresource Engineering,
AEPH114,AEPH,Introductory Physics 2,4,"AEPH 112 or AEPH 113 or PHYS 101 or PHYS 131 or CEGEP objective 00UR or equivalents, or permission of instructor",AEPH112 AEPH113 PHYS101 PHYS131,"AEMA 102 (or MATH 141 or higher level calculus course) or CEGEP objective 00UP, or permission of instructor",AEMA102 MATH141,Not open to students who have taken PHYS 102 or PHYS 142 or AEPH 115 or CEGEP objective 00US or equivalent. Not open to students in Bioresource Engineering,
AEPH115,AEPH,Physics 2,4,AEPH 112 or AEPH 113 or PHYS 101or PHYS 131 or equivalent,AEPH112 AEPH113 PHYS131,AEMA 102 or equivalent,AEMA102,Not open to students who have passed AEPH 114 or obtained CEGEP competencies 00US and 00UT. Open only to students in Bioresource Engineering,
AEPH120,AEPH,Physics Laboratory 1,1,Permission of instructor,,,,"Open only to entering students who have the lecture equivalent of AEPH 112 or AEPH 113. Not open to students who have taken or are taking AEPH 112, AEPH 113, PHYS 101, PHYS 107, PHYS 117, PHYS 131",
AEPH122,AEPH,Physics Laboratory 2,1,Permission of instructor,,,,"Open only to entering students who have the lecture equivalent of AEPH 114 or AEPH 115. Not open to students who have taken or are taking AEPH 114, AEPH 115, PHYS 102, PHYS 108, PHYS 118, PHYS 142",
AERO401,AERO,Introduction to Aerospace Engineering,3,,,,,,
AERO410,AERO,Aerospace Design and Certification Process,3,AERO 401,AERO401,,,Restricted to students enrolled in the Minor in Aerospace Engineering,
AERO460D1,AERO,Aerospace Project,3,,,AERO 410 Students must register for both AERO 460D1 and AERO 460D2. No credit will be given for this course unless both AERO 460D1 and AERO 460D2 are successfully completed in consecutive terms,AERO410 AERO460D2,Restricted to students enrolled in the Minor in Aerospace Engineering,
AERO460D2,AERO,Aerospace Project,3,AERO 460D1 No credit will be given for this course unless both AERO 460D1 and AERO 460D2 are successfully completed in consecutive terms,AERO460D1,,,,
AERO520,AERO,Introduction to Aerospace Design,3,,,,,Not open to students who have taken AERO 420. Undergraduate students must pass the prerequisite AERO 401 with a grade of B+ or higher,
AERO633,AERO,Aerodynamics,4,,,,,,
AFRI200,AFRI,Introduction to African Studies,3,,,,,,
AFRI401,AFRI,Swahili Language and Culture,3,,,,,,
AFRI480,AFRI,Honours Thesis,3,"the completion of all available courses relevant to the topic, and permission of the instructor and Program Adviser prior to registration",,,,Open only to Joint Honours students,
AFRI481,AFRI,Special Topics 1,3,"the completion of all available courses relevant to the topic, and permission of the instructor and Program Adviser prior to registration",,,,,
AFRI499,AFRI,Arts Internships: African Studies,3,,,,,,
AFRI598,AFRI,Research Seminar in African Studies,3,an introductory course in any of the disciplines studying Africa,,,,"Open to final year Program students, and to others by permission of Program Adviser",
AFYR101,AFYR,Complex Problems 1,3,,,,,Open only to U0 students,
AFYR102,AFYR,Complex Problems 2,3,,,,,Open only to U0 students,
AFYR102AA,AFYR,The Fictions and Realities of Work,3,,,,,,
AGEC200,AGEC,Principles of Microeconomics,3,,,,,,
AGEC201,AGEC,Principles of Macroeconomics,3,AGEC 200 or equivalent,AGEC200,,,,
AGEC231,AGEC,Economic Systems of Agriculture,3,AGEC 200 or equivalent,AGEC200,,,,
AGEC320,AGEC,Intermediate Microeconomic Theory,3,AGEC 200 or equivalent,AGEC200,,,,
AGEC330,AGEC,Agriculture and Food Markets,3,AGEC 200 or equivalent,AGEC200,,,,
AGEC332,AGEC,Farm Management and Finance,3,AGEC 200 or equivalent,AGEC200,,,,
AGEC333,AGEC,Resource Economics,3,AGEC 200 or equivalent,AGEC200,,,,
AGEC425,AGEC,Applied Econometrics,3,"AEMA 310, AGEC 200 and AGEC 201 or equivalents",AEMA310 AGEC200 AGEC201,,,,
AGEC430,AGEC,"Agriculture, Food and Resource Policy",3,AGEC 200 or equivalent,AGEC200,,,,
AGEC442,AGEC,Economics of International Agricultural Development,3,AGEC 200 or AGEC 201 or equivalent,AGEC200 AGEC201,,,,
AGEC450,AGEC,Agribusiness Management,3,"AGEC 231, AGEC 330, AGEC 332 and an accounting course, or approval of instructor",AGEC231 AGEC330 AGEC332,,,,
AGEC491,AGEC,Research and Methodology,3,AGEC 201 or equivalent and AGEC 320 or permission of the instructor,AGEC201 AGEC320,AGEC 425 or permission of the instructor,AGEC425,,
AGEC633,AGEC,Environmental and Natural Resource Economics,3,,,,,,
AGEC685,AGEC,Selected Topics in Agricultural Economics,3,,,,,,
AGEC690,AGEC,Seminar in Agricultural Economics,3,,,,,,
AGEC691,AGEC,M.Sc. Thesis 1,3,,,,,,
AGEC692,AGEC,M.Sc. Thesis 2,3,,,,,,
AGEC693,AGEC,M.Sc. Thesis 3,6,,,,,,
AGEC694,AGEC,M.Sc. Thesis 4,6,,,,,,
AGEC695,AGEC,M.Sc. Thesis 5,6,,,,,,
AGRI120,AGRI,Exobiospheres,3,,,,,Open only to students in the Freshman Program of FAES on Macdonald Campus,
AGRI195,AGRI,Freshman Seminar 1,0.5,,,,,Open only to Freshman (U0) students. Not open to students who have taken or are taking BREE 187,
AGRI196,AGRI,Freshman Seminar 2,0.5,,,,,Open only to Freshman (U0) Students. Not open to students who have taken or are taking BREE 188,
AGRI215,AGRI,Agro-Ecosystems Field Course,3,,,,,,
AGRI310,AGRI,Internship in Agriculture/Environment,3,,,,,Not open to students who have taken AGRI 201D1/D2,
AGRI325,AGRI,,3,"AGEC 200 or equivalent; permission of the instructor. Lectures and visits will be jointly delivered by local experts and McGill Staff. Lectures (25%) and field visits (75%). This course has a fee of $1,969.06, a small portion of which is tax receiptable on the T2202A; it includes internal travel (by coach), accommodation, most of the meals for the duration of the course, as well as instructor costs. Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the third lecture day and withdrawal is the sixth lecture day. Most students use",AGEC200,,,,
AGRI330,AGRI,Agricultural Legislation,1,,,,,,
AGRI340,AGRI,Principles of Ecological Agriculture,3,,,,,,
AGRI401,AGRI,Honours Research Project 1,6,Permission of the instructor,,,,Only open to students in the B.Sc.(Ag.Env.Sc.); Honours in Agro-Environmental Sciences program,
AGRI402,AGRI,Honours Research Project 2,6,AGRI 401 and permission of the instructor,AGRI401,,,Only open to students in the B.Sc.(Ag.Env.Sc.); Honours in Agro-Environmental Sciences program,
AGRI405,AGRI,Honours Project 1,3,Permission of the instructor,,,,Only open to students in the B.Sc.(Ag.Env.Sc.); Honours in Agro-Environmental Sciences program,
AGRI406,AGRI,Honours Project 2,3,AGRI 405 and permission of the instructor,AGRI405,,,Only open to students in the B.Sc.(Ag.Env.Sc.); Honours in Agro-Environmental Sciences program,
AGRI410,AGRI,Agrology Internship,3,,,,,,
AGRI410D1,AGRI,Agrology Internship,1.5,,,,,,
AGRI410D2,AGRI,Agrology Internship,1.5,AGRI 410D1 No credit will be given for this course unless both AGRI 410D1 and AGRI 410D2 are successfully completed in consecutive terms,AGRI410D1,,,,
AGRI411,AGRI,"Global Issues on Development, Food and Agriculture",3,,,,,,
AGRI430,AGRI,Professional Practice in Agrology,2,,,,,U3 or permission of instructor. This course requires the ability to read in French and understand spoken French,
AGRI435,AGRI,Soil and Water Quality Management,3,,,,,,
AGRI452,AGRI,Water Resources in Barbados,3,,,,,"Enrolment in full ""Barbados Field Study Semester"". Not open to students who have taken CIVE 452",
AGRI490,AGRI,Agri-Food Industry Project,3,,,,,,
AGRI493,AGRI,International Project Management,3,,,,,,
AGRI498,AGRI,Agricultural Development Research,3,Permission of instructor,,,,Open only to U2 or U3 students in the IAFS major,
AGRI499,AGRI,Agricultural Development Internship,3,"Permission of instructor Students should take this course after having completed four semesters in their undergraduate program. It is the student's responsibility to find an appropriate internship, which must be approved by the instructor before registration is authorized",,,,,
AGRI510,AGRI,Professional Practice,3,,,,,Course restricted to senior undergraduate and graduate students,
AGRI519,AGRI,Sustainable Development Plans,6,,,,,"Enrolment in full ""Barbados Field Study Semester"". Not open to students who have taken CIVE 519 or URBP 519",
AGRI550,AGRI,Sustained Tropical Agriculture,3,HISP 218 or equivalent; MATH 203 or AEMA 310 or equivalent,HISP218 MATH203 AEMA310,,,Restricted Enrolment. Location in Panama. Student must be registered for a full semester of studies in Panama,
ANAE301,ANAE,TCP Anesthesia,2,,,,,"Open only to students in the M.D., C.M. program",
ANAE401,ANAE,,2,,,,,,
ANAT212,ANAT,Molecular Mechanisms of Cell Function,3,BIOL 200,BIOL200,,,This course is also listed as BIOC 212. Not open to students who have taken or are taking BIOC 212 or BIOL 201,
ANAT214,ANAT,Systemic Human Anatomy,3,"BIOL 112 (or CEGEP equivalent), PHGY 209 and PHGY 210 This course is limited in size, with guaranteed admission for all students enrolled in the Department of Anatomy and Cell Biology. Students in other programs will be permitted to enroll as space allows",BIOL112 PHGY209 PHGY210,,,,
ANAT261,ANAT,Introduction to Dynamic Histology,4,BIOL 112 or CEGEP equivalent,BIOL112,,,Open to students in biological sciences and others by special permission,
ANAT262,ANAT,Introductory Molecular and Cell Biology,3,,,ANAT 212 or BIOC 212 or BIOL 201,ANAT212 BIOC212 BIOL201,Open to students in biological sciences and others by special permission,
ANAT314,ANAT,Human Musculoskeletal Anatomy,3,ANAT 214,ANAT214,,,"Not open to students who have taken or are taking ANAT 315. 2 hours lectures, 2 hours laboratory",
ANAT315,ANAT,Clinical Human Musculoskeletal Anatomy,3,,,,,Open to students in Physical and Occupational Therapy and Kinesiology. Not open to students who have taken or are taking ANAT 314,
ANAT316,ANAT,Clinical Human Visceral Anatomy,3,ANAT 315 or permission of instructor,ANAT315,,,Open to students in Physical and Occupational Therapy and Kinesiology. Not open to students who have taken or are taking ANAT 214,
ANAT321,ANAT,Circuitry of the Human Brain,3,"ANAT/BIOC 212 or BIOL 201; and one of PHGY 209, NSCI 200 or PSYC 211; or permission of instructor",BIOC212 BIOL201 PHGY209 NSCI200 PSYC211,,,,
ANAT322,ANAT,Neuroendocrinology,3,PHGY 210,PHGY210,,,,
ANAT323,ANAT,Clinical Neuroanatomy,3,,,,,Restricted to Honours Anatomy & Cell Biology students and Physical & Occupational Therapy students. Not open to students who have taken or are taking ANAT 321,
ANAT365,ANAT,Cellular Trafficking,3,"ANAT 261, ANAT 262, PHGY 209, or by permission of instructor",ANAT261 ANAT262 PHGY209,,,,
ANAT381,ANAT,Experimental Embryology,3,"ANAT 261, BIOL 202 or permission of instructor",ANAT261 BIOL202,,,Not open to students who have taken BIOL 303,
ANAT396,ANAT,Undergraduate Research Project,3,,,,,This course cannot be taken under the S/U option. Departmental permission required. Students cannot be supervised by the same instructor for two 396 Science courses. Open to students in programs offered by the Faculty of Science only,
ANAT416,ANAT,"Development, Disease and Regeneration",3,ANAT 381 or BIOL 303 or special permission of instructor,ANAT381 BIOL303,,,,
ANAT432,ANAT,Honours Research Project,9,BIOL 301,BIOL301,,,For students in the Honours program. Course opened to all Anatomy & Cell Biology students and other BSc students by special permission only,
ANAT432D1,ANAT,Honours Research Project,4.5,BIOL 301,BIOL301,,,For students in the Honours program. Course opened to all Anatomy & Cell Biology students and other BSc students by special permission only. Students must register for both ANAT 432D1 and ANAT 432D2. No credit will be given for this course unless both ANAT 432D1 and ANAT 432D2 are successfully completed in consecutive terms ANAT 432D1 and ANAT 432D2 together are equivalent to ANAT 432,
ANAT432D2,ANAT,Honours Research Project,4.5,ANAT 432D1,ANAT432D1,,,Limited enrollment Course opened to all Anatomy & Cell Biology students and other BSc students by special permission only. No credit will be given for this course unless both ANAT 432D1 and ANAT 432D2 are successfully completed in consecutive terms ANAT 432D1 and ANAT 432D2 together are equivalent to ANAT 432,
ANAT458,ANAT,Membranes and Cellular Signaling,3,"BIOC 212 or ANAT 212 or BIOL 201, ANAT 262, one of PHGY 209 or BIOL 205; one of BIOC 312 or ANAT 365; BIOC 311 recommended",BIOC212 ANAT212 BIOL201 ANAT262 PHGY209 BIOL205 BIOC312 ANAT365 BIOC311,,,This course is also listed as BIOC 458. Not open to students who are taking or who have taken BIOC 458,
ANAT499,ANAT,Supervised Library Research,1,ANAT 262 and BIOL 202 Open to U3 Anatomy and Cell Biology students; open to other students with permission of instructor,ANAT262 BIOL202,,,,
ANAT514,ANAT,Advanced Human Anatomy Laboratory,3,ANAT 214 and ANAT 314,ANAT214 ANAT314,,,"Open to U3 Anatomy & Cell Biology students 1 hour lecture, 4 hours laboratory",
ANAT541,ANAT,Cell and Molecular Biology of Aging,3,"ANAT 212 (or BIOC 212 or BIOL 201), ANAT 261, ANAT 262, or permission of instructor",ANAT212 BIOC212 BIOL201 ANAT261 ANAT262,BIOL 301,BIOL301,,
ANAT542,ANAT,Transmission Electron Microscopy of Biological Samples,3,"Permission of instructor 2 hours lectures, 3 hours laboratory",,,,,
ANAT565,ANAT,Diseases-Membrane Trafficking,3,ANAT 365,ANAT365,,,,
ANAT601,ANAT,MSc Seminar Examination,3,,,,,Masters in Cell Biology students,
ANAT690D1,ANAT,Cell and Developmental Biology,3,,,,,,
ANAT690D2,ANAT,Cell and Developmental Biology,3,ANAT 690D1 No credit will be given for this course unless both ANAT 690D1 and ANAT 690D2 are successfully completed in consecutive terms,ANAT690D1,,,,
ANAT695,ANAT,Seminars in Cell Biology 1,3,,,,,Restricted to Masters and PhD students in Cell Biology,
ANAT696,ANAT,Seminars in Cell Biology 2,3,ANAT 695,ANAT695,,,Restricted to Graduate students in Cell Biology,
ANAT697,ANAT,Seminars in Cell Biology 3,3,ANAT 695 and ANAT 696,ANAT695 ANAT696,,,,
ANAT698,ANAT,M.Sc. Thesis Research 1,24,,,,,,
ANAT698D1,ANAT,M.Sc. Thesis Research 1,12,,,,,,
ANAT698D2,ANAT,M.Sc. Thesis Research 1,12,ANAT 698D1 No credit will be given for this course unless both ANAT 698D1 and ANAT 698D2 are successfully completed in consecutive terms ANAT 698D1 and ANAT 698D2 together are equivalent to ANAT 698,ANAT698D1 ANAT698,,,,
ANAT701,ANAT,Ph.D. Comprehensive Examination,0,,,,,,
ANAT701D1,ANAT,Ph.D. Comprehensive Examination,0,,,,,,
ANAT701D2,ANAT,Ph.D. Comprehensive Examination,0,ANAT 701D1 No credit will be given for this course unless both ANAT 701D1 and ANAT 701D2 are successfully completed in consecutive terms ANAT 701D1 and ANAT 701D2 together are equivalent to ANAT 701,ANAT701D1 ANAT701,,,,
ANSC234,ANSC,Biochemistry 2,3,LSCI 211,LSCI211,,,,
ANSC250,ANSC,,3,,,,,,
ANSC251,ANSC,Comparative Anatomy,3,,,,,,
ANSC301,ANSC,Principles of Animal Breeding,3,"AEMA 310, LSCI 204",AEMA310 LSCI204,,,,
ANSC303,ANSC,,3,ANSC 250 and permission of the instructor,ANSC250,,,,
ANSC304,ANSC,,3,"ANSC 250, ANSC 323 and permission of the instructor",ANSC250 ANSC323,,,Open to U2 and above students who have a minimum CGPA of 3.50,
ANSC312,ANSC,Animal Health and Disease,3,ANSC 250 or ANSC 323 or PHGY 209,ANSC250 ANSC323 PHGY209,,,,
ANSC323,ANSC,Mammalian Physiology,3,LSCI 202 or LSCI 204 or ANSC 234,LSCI202 LSCI204 ANSC234,,,,
ANSC324,ANSC,Developmental Biology and Reproduction,3,LSCI 211 and ANSC 250,LSCI211 ANSC250,,,,
ANSC326,ANSC,Fundamentals of Population Genetics,3,"AEMA 310 and LSCI 204, or equivalents, or permission of the instructor",AEMA310 LSCI204,,,,
ANSC350,ANSC,Food-Borne Pathogens,3,"LSCI 230, or permission of the instructor",LSCI230,,,,
ANSC400,ANSC,Eukaryotic Cells and Viruses,3,LSCI 204,LSCI204,,,,
ANSC420,ANSC,Animal Biotechnology,3,LSCI 202 and LSCI 230,LSCI202 LSCI230,,,,
ANSC424,ANSC,Metabolic Endocrinology,3,ANSC 323,ANSC323,,,,
ANSC433,ANSC,Animal Nutrition and Metabolism,3,ANSC 234 or ANSC 250 or permission of the instructor,ANSC234 ANSC250,,,,
ANSC455,ANSC,Special Topics: Animal Science,3,,,,,,
ANSC458,ANSC,,3,"ANSC 250, or permission of the instructor",ANSC250,,,Open only to U3 students,
ANSC514,ANSC,,3,AEMA 204 or equivalent or permission of instructor 1. Basic experience in computer programming (ideally R) is needed,AEMA204,,,,
ANSC530,ANSC,Experimental Techniques in Nutrition,3,,,,,Not open to students who have taken ANSC 630,
ANSC551,ANSC,Carbohydrate and Lipid Metabolism,3,ANSC 234 or permission of instructor,ANSC234,,,,
ANSC552,ANSC,Protein Metabolism and Nutrition,3,ANSC 234 or permission of instructor,ANSC234,,,,
ANSC555,ANSC,The Use and Welfare of Animals,3,ANSC 250 or PSYC 301 or WILD 421 or Permission of Instructor,ANSC250 PSYC301 WILD421,,,U3 and graduate students or permission of the instructor,
